;CustomerID;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFMScore;Customer_Segmentation;CompanyName;ContactName;ContactTitle;Address;City;Country;Phone;OrderID;EmployeeID;OrderDate;RequiredDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipCountry;ProductID;UnitPrice_x;Quantity;Discount;ProductName;SupplierID;CategoryID;QuantityPerUnit;UnitPrice_y;UnitsInStock;UnitsOnOrder;ReorderLevel;Discontinued;recentpurchasedate;TotalSales
568;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10670;4;1997-09-16 00:00:00;1997-10-14 00:00:00;1;203,48;Frankenversand;Berliner Platz 43;Monchen;Germany;73;15.0;50;0.0;Rod Kaviar;17;8;24 - 150 g jars;15.0;101;0;5;False;1997-09-16;750.0
569;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10342;4;1996-10-30 00:00:00;1996-11-13 00:00:00;2;54,83;Frankenversand;Berliner Platz 43;Monchen;Germany;55;19.2;40;0.2;Poto chinois;25;6;24 boxes x 2 pies;24.0;115;0;20;False;1996-10-30;760.0
570;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10342;4;1996-10-30 00:00:00;1996-11-13 00:00:00;2;54,83;Frankenversand;Berliner Platz 43;Monchen;Germany;31;10.0;56;0.2;Gorgonzola Telino;14;4;12 - 100 g pkgs;12.5;0;70;20;False;1996-10-30;549.0
571;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10791;6;1997-12-23 00:00:00;1998-01-20 00:00:00;2;16,85;Frankenversand;Berliner Platz 43;Monchen;Germany;41;9.65;20;0.05;Jack's New England Clam Chowder;19;8;12 - 12 oz cans;9.65;85;0;10;False;1997-12-23;192.0
572;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10623;8;1997-08-07 00:00:00;1997-09-04 00:00:00;2;97,18;Frankenversand;Berliner Platz 43;Monchen;Germany;35;18.0;30;0.1;Steeleye Stout;16;1;24 - 12 oz bottles;18.0;20;0;15;False;1997-08-07;537.0
573;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10670;4;1997-09-16 00:00:00;1997-10-14 00:00:00;1;203,48;Frankenversand;Berliner Platz 43;Monchen;Germany;67;14.0;25;0.0;Laughing Lumberjack Lager;16;1;24 - 12 oz bottles;14.0;52;0;10;False;1997-09-16;350.0
574;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10337;4;1996-10-24 00:00:00;1996-11-21 00:00:00;3;108,26;Frankenversand;Berliner Platz 43;Monchen;Germany;36;15.2;20;0.0;Inlagd Sill;17;8;24 - 250 g  jars;19.0;112;0;20;False;1996-10-24;304.0
575;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10342;4;1996-10-30 00:00:00;1996-11-13 00:00:00;2;54,83;Frankenversand;Berliner Platz 43;Monchen;Germany;36;15.2;40;0.2;Inlagd Sill;17;8;24 - 250 g  jars;19.0;112;0;20;False;1996-10-30;600.0
577;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10859;1;1998-01-29 00:00:00;1998-02-26 00:00:00;2;76,1;Frankenversand;Berliner Platz 43;Monchen;Germany;54;7.45;35;0.25;Tourtiore;25;6;16 pies;7.45;21;0;10;False;1998-01-29;252.0
589;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10337;4;1996-10-24 00:00:00;1996-11-21 00:00:00;3;108,26;Frankenversand;Berliner Platz 43;Monchen;Germany;37;20.8;28;0.0;Gravad lax;17;8;12 - 500 g pkgs.;26.0;11;50;25;False;1996-10-24;582.0
579;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10653;1;1997-09-02 00:00:00;1997-09-30 00:00:00;1;93,25;Frankenversand;Berliner Platz 43;Monchen;Germany;16;17.45;30;0.1;Pavlova;7;3;32 - 500 g boxes;17.45;29;0;10;False;1997-09-02;521.0
580;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10791;6;1997-12-23 00:00:00;1998-01-20 00:00:00;2;16,85;Frankenversand;Berliner Platz 43;Monchen;Germany;29;123.79;14;0.05;Thoringer Rostbratwurst;12;6;50 bags x 30 sausgs.;123.79;0;0;0;True;1997-12-23;1732.0
581;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10623;8;1997-08-07 00:00:00;1997-09-04 00:00:00;2;97,18;Frankenversand;Berliner Platz 43;Monchen;Germany;21;10.0;25;0.1;Sir Rodney's Scones;8;3;24 pkgs. x 4 pieces;10.0;3;40;5;False;1997-08-07;247.0
583;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10929;6;1998-03-05 00:00:00;1998-04-02 00:00:00;1;33,93;Frankenversand;Berliner Platz 43;Monchen;Germany;21;10.0;60;0.0;Sir Rodney's Scones;8;3;24 pkgs. x 4 pieces;10.0;3;40;5;False;1998-03-05;600.0
584;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10859;1;1998-01-29 00:00:00;1998-02-26 00:00:00;2;76,1;Frankenversand;Berliner Platz 43;Monchen;Germany;64;33.25;30;0.25;Wimmers gute Semmelknodel;12;5;20 bags x 4 pieces;33.25;22;80;30;False;1998-01-29;990.0
585;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10560;8;1997-06-06 00:00:00;1997-07-04 00:00:00;1;36,65;Frankenversand;Berliner Platz 43;Monchen;Germany;62;49.3;15;0.25;Tarte au sucre;29;3;48 pies;49.3;17;0;0;False;1997-06-06;736.0
586;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10337;4;1996-10-24 00:00:00;1996-11-21 00:00:00;3;108,26;Frankenversand;Berliner Platz 43;Monchen;Germany;23;7.2;40;0.0;Tunnbrod;9;5;12 - 250 g pkgs.;9.0;61;0;25;False;1996-10-24;288.0
587;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10396;1;1996-12-27 00:00:00;1997-01-10 00:00:00;3;135,35;Frankenversand;Berliner Platz 43;Monchen;Germany;23;7.2;40;0.0;Tunnbrod;9;5;12 - 250 g pkgs.;9.0;61;0;25;False;1996-12-27;288.0
588;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10670;4;1997-09-16 00:00:00;1997-10-14 00:00:00;1;203,48;Frankenversand;Berliner Platz 43;Monchen;Germany;23;9.0;32;0.0;Tunnbrod;9;5;12 - 250 g pkgs.;9.0;61;0;25;False;1997-09-16;288.0
567;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10488;8;1997-03-27 00:00:00;1997-04-24 00:00:00;2;4,93;Frankenversand;Berliner Platz 43;Monchen;Germany;73;12.0;20;0.2;Rod Kaviar;17;8;24 - 150 g jars;15.0;101;0;5;False;1997-03-27;236.0
578;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10560;8;1997-06-06 00:00:00;1997-07-04 00:00:00;1;36,65;Frankenversand;Berliner Platz 43;Monchen;Germany;30;25.89;20;0.0;Nord-Ost Matjeshering;13;8;10 - 200 g glasses;25.89;10;0;15;False;1997-06-06;518.0
566;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10859;1;1998-01-29 00:00:00;1998-02-26 00:00:00;2;76,1;Frankenversand;Berliner Platz 43;Monchen;Germany;24;4.5;40;0.25;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1998-01-29;170.0
582;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10717;1;1997-10-24 00:00:00;1997-11-21 00:00:00;2;59,25;Frankenversand;Berliner Platz 43;Monchen;Germany;21;10.0;32;0.05;Sir Rodney's Scones;8;3;24 pkgs. x 4 pieces;10.0;3;40;5;False;1997-10-24;318.0
564;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10342;4;1996-10-30 00:00:00;1996-11-13 00:00:00;2;54,83;Frankenversand;Berliner Platz 43;Monchen;Germany;2;15.2;24;0.2;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1996-10-30;360.0
542;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10670;4;1997-09-16 00:00:00;1997-10-14 00:00:00;1;203,48;Frankenversand;Berliner Platz 43;Monchen;Germany;46;12.0;60;0.0;Spegesild;21;8;4 - 450 g glasses;12.0;95;0;0;False;1997-09-16;720.0
543;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10267;4;1996-07-29 00:00:00;1996-08-26 00:00:00;1;208,58;Frankenversand;Berliner Platz 43;Monchen;Germany;76;14.4;15;0.15;Lakkalikori;23;1;500 ml;18.0;57;0;20;False;1996-07-29;214.0
544;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10267;4;1996-07-29 00:00:00;1996-08-26 00:00:00;1;208,58;Frankenversand;Berliner Platz 43;Monchen;Germany;59;44.0;70;0.15;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1996-07-29;3069.0
545;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10488;8;1997-03-27 00:00:00;1997-04-24 00:00:00;2;4,93;Frankenversand;Berliner Platz 43;Monchen;Germany;59;44.0;30;0.0;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1997-03-27;1320.0
546;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10929;6;1998-03-05 00:00:00;1998-04-02 00:00:00;1;33,93;Frankenversand;Berliner Platz 43;Monchen;Germany;77;13.0;15;0.0;Original Frankfurter grone Sooe;12;2;12 boxes;13.0;32;0;15;False;1998-03-05;195.0
547;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10675;5;1997-09-19 00:00:00;1997-10-17 00:00:00;2;31,85;Frankenversand;Berliner Platz 43;Monchen;Germany;58;13.25;30;0.0;Escargots de Bourgogne;27;8;24 pieces;13.25;62;0;20;False;1997-09-19;398.0
548;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10396;1;1996-12-27 00:00:00;1997-01-10 00:00:00;3;135,35;Frankenversand;Berliner Platz 43;Monchen;Germany;71;17.2;60;0.0;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1996-12-27;1032.0
549;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;11012;1;1998-04-09 00:00:00;1998-04-23 00:00:00;3;242,95;Frankenversand;Berliner Platz 43;Monchen;Germany;71;21.5;60;0.05;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1998-04-09;1287.0
550;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10717;1;1997-10-24 00:00:00;1997-11-21 00:00:00;2;59,25;Frankenversand;Berliner Platz 43;Monchen;Germany;69;36.0;25;0.05;Gudbrandsdalsost;15;4;10 kg pkg.;36.0;26;0;15;False;1997-10-24;899.0
551;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10623;8;1997-08-07 00:00:00;1997-09-04 00:00:00;2;97,18;Frankenversand;Berliner Platz 43;Monchen;Germany;14;23.25;21;0.0;Tofu;6;7;40 - 100 g pkgs.;23.25;35;0;0;False;1997-08-07;488.0
552;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10675;5;1997-09-19 00:00:00;1997-10-17 00:00:00;2;31,85;Frankenversand;Berliner Platz 43;Monchen;Germany;14;23.25;30;0.0;Tofu;6;7;40 - 100 g pkgs.;23.25;35;0;0;False;1997-09-19;698.0
565;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10623;8;1997-08-07 00:00:00;1997-09-04 00:00:00;2;97,18;Frankenversand;Berliner Platz 43;Monchen;Germany;24;4.5;3;0.0;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1997-08-07;14.0
554;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;11012;1;1998-04-09 00:00:00;1998-04-23 00:00:00;3;242,95;Frankenversand;Berliner Platz 43;Monchen;Germany;60;34.0;36;0.05;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1998-04-09;1222.0
553;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10653;1;1997-09-02 00:00:00;1997-09-30 00:00:00;1;93,25;Frankenversand;Berliner Platz 43;Monchen;Germany;60;34.0;20;0.1;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1997-09-02;678.0
562;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10670;4;1997-09-16 00:00:00;1997-10-14 00:00:00;1;203,48;Frankenversand;Berliner Platz 43;Monchen;Germany;75;7.75;25;0.0;Rhonbrou Klosterbier;12;1;24 - 0.5 l bottles;7.75;125;0;25;False;1997-09-16;194.0
561;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10337;4;1996-10-24 00:00:00;1996-11-21 00:00:00;3;108,26;Frankenversand;Berliner Platz 43;Monchen;Germany;26;24.9;24;0.0;Gumbor Gummiborchen;11;3;100 - 250 g bags;31.23;15;0;0;False;1996-10-24;598.0
560;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10675;5;1997-09-19 00:00:00;1997-10-17 00:00:00;2;31,85;Frankenversand;Berliner Platz 43;Monchen;Germany;53;32.8;10;0.0;Perth Pasties;24;6;48 pieces;32.8;0;0;0;True;1997-09-19;328.0
559;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10267;4;1996-07-29 00:00:00;1996-08-26 00:00:00;1;208,58;Frankenversand;Berliner Platz 43;Monchen;Germany;40;14.7;50;0.0;Boston Crab Meat;19;8;24 - 4 oz tins;18.4;123;0;30;False;1996-07-29;735.0
563;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10929;6;1998-03-05 00:00:00;1998-04-02 00:00:00;1;33,93;Frankenversand;Berliner Platz 43;Monchen;Germany;75;7.75;49;0.0;Rhonbrou Klosterbier;12;1;24 - 0.5 l bottles;7.75;125;0;25;False;1998-03-05;380.0
557;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10337;4;1996-10-24 00:00:00;1996-11-21 00:00:00;3;108,26;Frankenversand;Berliner Platz 43;Monchen;Germany;72;27.8;25;0.0;Mozzarella di Giovanni;14;4;24 - 200 g pkgs.;34.8;14;0;0;False;1996-10-24;695.0
556;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;11012;1;1998-04-09 00:00:00;1998-04-23 00:00:00;3;242,95;Frankenversand;Berliner Platz 43;Monchen;Germany;19;9.2;50;0.05;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1998-04-09;457.0
555;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10623;8;1997-08-07 00:00:00;1997-09-04 00:00:00;2;97,18;Frankenversand;Berliner Platz 43;Monchen;Germany;19;9.2;15;0.1;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1997-08-07;136.0
558;FRANK;27;48;28621.0;2;4;4;244;Loyal Customers;Frankenversand;Peter Franken;Marketing Manager;Berliner Platz 43;Monchen;Germany;089-0877310;10396;1;1996-12-27 00:00:00;1997-01-10 00:00:00;3;135,35;Frankenversand;Berliner Platz 43;Monchen;Germany;72;27.8;21;0.0;Mozzarella di Giovanni;14;4;24 - 200 g pkgs.;34.8;14;0;0;False;1996-12-27;584.0
590;FRANR;43;6;3173.0;2;1;1;211;Low Value Customers;France restauration;Carine Schmitt;Marketing Manager;54, rue Royale;Nantes;France;40.32.21.21;10860;3;1998-01-29 00:00:00;1998-02-26 00:00:00;3;19,26;France restauration;54, rue Royale;Nantes;France;76;18.0;20;0.0;Lakkalikori;23;1;500 ml;18.0;57;0;20;False;1998-01-29;360.0
591;FRANR;43;6;3173.0;2;1;1;211;Low Value Customers;France restauration;Carine Schmitt;Marketing Manager;54, rue Royale;Nantes;France;40.32.21.21;10860;3;1998-01-29 00:00:00;1998-02-26 00:00:00;3;19,26;France restauration;54, rue Royale;Nantes;France;51;53.0;3;0.0;Manjimup Dried Apples;24;7;50 - 300 g pkgs.;53.0;20;0;10;False;1998-01-29;159.0
592;FRANR;43;6;3173.0;2;1;1;211;Low Value Customers;France restauration;Carine Schmitt;Marketing Manager;54, rue Royale;Nantes;France;40.32.21.21;10671;1;1997-09-17 00:00:00;1997-10-15 00:00:00;1;30,34;France restauration;54, rue Royale;Nantes;France;16;17.45;10;0.0;Pavlova;7;3;32 - 500 g boxes;17.45;29;0;10;False;1997-09-17;175.0
593;FRANR;43;6;3173.0;2;1;1;211;Low Value Customers;France restauration;Carine Schmitt;Marketing Manager;54, rue Royale;Nantes;France;40.32.21.21;10971;2;1998-03-24 00:00:00;1998-04-21 00:00:00;2;121,82;France restauration;54, rue Royale;Nantes;France;29;123.79;14;0.0;Thoringer Rostbratwurst;12;6;50 bags x 30 sausgs.;123.79;0;0;0;True;1998-03-24;1733.0
594;FRANR;43;6;3173.0;2;1;1;211;Low Value Customers;France restauration;Carine Schmitt;Marketing Manager;54, rue Royale;Nantes;France;40.32.21.21;10671;1;1997-09-17 00:00:00;1997-10-15 00:00:00;1;30,34;France restauration;54, rue Royale;Nantes;France;62;49.3;10;0.0;Tarte au sucre;29;3;48 pies;49.3;17;0;0;False;1997-09-17;493.0
595;FRANR;43;6;3173.0;2;1;1;211;Low Value Customers;France restauration;Carine Schmitt;Marketing Manager;54, rue Royale;Nantes;France;40.32.21.21;10671;1;1997-09-17 00:00:00;1997-10-15 00:00:00;1;30,34;France restauration;54, rue Royale;Nantes;France;65;21.05;12;0.0;Louisiana Fiery Hot Pepper Sauce;2;2;32 - 8 oz bottles;21.05;76;0;0;False;1997-09-17;253.0
602;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;11026;4;1998-04-15 00:00:00;1998-05-13 00:00:00;1;47,09;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;51;53.0;10;0.0;Manjimup Dried Apples;24;7;50 - 300 g pkgs.;53.0;20;0;10;False;1998-04-15;530.0
604;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;10753;3;1997-11-25 00:00:00;1997-12-23 00:00:00;1;7,7;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;74;10.0;5;0.0;Longlife Tofu;4;7;5 kg pkg.;10.0;4;20;5;False;1997-11-25;50.0
603;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;11026;4;1998-04-15 00:00:00;1998-05-13 00:00:00;1;47,09;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;18;62.5;8;0.0;Carnarvon Tigers;7;8;16 kg pkg.;62.5;42;0;0;False;1998-04-15;500.0
601;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;10710;1;1997-10-20 00:00:00;1997-11-17 00:00:00;1;4,98;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;47;9.5;5;0.0;Zaanse koeken;22;3;10 - 4 oz boxes;9.5;36;0;0;False;1997-10-20;48.0
605;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;10753;3;1997-11-25 00:00:00;1997-12-23 00:00:00;1;7,7;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;45;9.5;4;0.0;Rogede sild;21;8;1k pkg.;9.5;5;70;15;False;1997-11-25;38.0
599;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;10807;4;1997-12-31 00:00:00;1998-01-28 00:00:00;1;1,36;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;40;18.4;1;0.0;Boston Crab Meat;19;8;24 - 4 oz tins;18.4;123;0;30;False;1997-12-31;18.0
598;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;10710;1;1997-10-20 00:00:00;1997-11-17 00:00:00;1;4,98;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;19;9.2;5;0.0;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1997-10-20;46.0
597;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;11060;2;1998-04-30 00:00:00;1998-05-28 00:00:00;2;10,98;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;60;34.0;4;0.0;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1998-04-30;136.0
596;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;11060;2;1998-04-30 00:00:00;1998-05-28 00:00:00;2;10,98;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;77;13.0;10;0.0;Original Frankfurter grone Sooe;12;2;12 boxes;13.0;32;0;15;False;1998-04-30;130.0
600;FRANS;6;10;1546.0;4;1;1;411;Low Value Customers;Franchi S.p.A.;Paolo Accorti;Sales Representative;Via Monte Bianco 34;Torino;Italy;011-4988260;10422;2;1997-01-22 00:00:00;1997-02-19 00:00:00;1;3,02;Franchi S.p.A.;Via Monte Bianco 34;Torino;Italy;26;24.9;2;0.0;Gumbor Gummiborchen;11;3;100 - 250 g bags;31.23;15;0;0;False;1997-01-22;50.0
625;FURIB;48;20;7116.0;2;2;2;222;Silver Customers;Furia Bacalhau e Frutos do Mar;Lino Rodriguez;Sales Manager;Jardim das rosas n. 32;Lisboa;Portugal;(1) 354-2534;10328;4;1996-10-14 00:00:00;1996-11-11 00:00:00;3;87,03;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;Portugal;68;10.0;10;0.0;Scottish Longbreads;8;3;10 boxes x 8 pieces;12.5;6;10;15;False;1996-10-14;100.0
624;FURIB;48;20;7116.0;2;2;2;222;Silver Customers;Furia Bacalhau e Frutos do Mar;Lino Rodriguez;Sales Manager;Jardim das rosas n. 32;Lisboa;Portugal;(1) 354-2534;10664;1;1997-09-10 00:00:00;1997-10-08 00:00:00;3;1,27;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;Portugal;65;21.05;15;0.15;Louisiana Fiery Hot Pepper Sauce;2;2;32 - 8 oz bottles;21.05;76;0;0;False;1997-09-10;313.0
622;FURIB;48;20;7116.0;2;2;2;222;Silver Customers;Furia Bacalhau e Frutos do Mar;Lino Rodriguez;Sales Manager;Jardim das rosas n. 32;Lisboa;Portugal;(1) 354-2534;10464;4;1997-03-04 00:00:00;1997-04-01 00:00:00;2;89;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;Portugal;4;17.6;16;0.2;Chef Anton's Cajun Seasoning;2;2;48 - 6 oz jars;22.0;53;0;0;False;1997-03-04;278.0
